id;color;name;brand;description;image;Estilo;Graduación;Fermentación;IBU;Lúpulos;European Brewing Convention (EBC);Maltas;Temperatura de consumo;Grano;Población;Provincia;Comunidad Autónoma;País
67;rubia;Uxama Oro;Arévaka;"
Una Pale Ale elaborada con lúpulo Cascade (cítrico) y dos maltas.
De color dorado pálido y ligeramente turbia tiene un ligero aroma a naranja bien compensado con la malta.
En boca, amarga en la entrada pero refrescante una vez pasa la garganta (gracias al Cascade).
Para combinar con snacks y otros aperitivos, o bien con primeros platos como pastas o quesos suaves.
";https://static1.soloartesanas.es/2560-large_default/uxama-oro.jpg; Pale Ale;5.6;Ale;24.0;Cascade;13;;;;Burgo de Osma;Soria;Castilla y León;España
68;rubia;Chacueca German Ale;Chacueca;"
Una German Ale madurada en bodega durante 3 semanas.
Elaborada gracias a la grandiosa combinación de cuatro tipos de malta diferentes junto con lúpulos nobles alemanes. Esta ""mezcla"" consigue una cerveza con un amargor bien equilibrado y un aroma a caramelo suave y dulzón.
";https://static1.soloartesanas.es/2521-large_default/german-ale.jpg; German Ale;5.2;Ale;999.0;;;;;;Monforte de Lemos;Lugo;Galicia;España
69;rubia;Amor Amargo;Tyris;"
Una American Indian Pale Ale con un potente aroma fresco y cítrico propio y característico del lúpulo americano con el que se elabora.
El dulzor que le aportan las maltas caramelizadas intenta compensar el fuerte amargor propio de este estilo.
";https://static3.soloartesanas.es/2454-large_default/amor-amargo.jpg; American IPA;6.8;Ale;75.0;;;;;;Riba-Roja del Turia;Valencia;Valencia;España
71;rubia;Quijota Aniversario;Cervezas Quijota;"
De color dorado y cobrizo y una espuma marfil abundante, cremosa y persistente. Intenso aroma a cítricos y herbales y con un cuerpo medio y un sabor algo dulce.
Como en toda IPA, el amargor es el principal protagonista. Una cerveza comn carácter, suave, redonda y fácil de beber.
";https://static1.soloartesanas.es/2406-large_default/quijota-aniversario.jpg; India Pale Ale;6.5;Ale;66.0;;20;;6 - 8º C;;Albacete;Albacete;Castilla-La Mancha;España
72;rubia;Lager Ahumada;Cervezas Abadía;"
De estilo Rauchbier con su toque justo de ahumado.
Una lager de color dorado con una espuma de color blanco persistente y muy cremosa, con burbuja pequeña.
La presencia ahumada aparece en el aroma y en el sabor, dejando paso a un suave amargor posterior.
Perfecta para combinar con carnes y pescados ahumados, pizzas al horno de leña o asados.
";https://static2.soloartesanas.es/2400-large_default/lager-ahumada.jpg; Rauchbier;4.5;Lager;25.0;;;;4º - 8º C;;La Pobla de Vallbona;Valencia;Valencia;España
73;rubia;Tropical IPA;Morlaco Beer;"
Una cerveza monovarietal a base de lúpulo Simcoe. Equilibrada y sin estridencias inspirada por las IPAs de la costa este de EEUU.
De cuerpo medio y con un color anaranjado cobrizo muy limpio, con espuma blanca, compacta y persistente. De aromas tropicales y sabores cítricos y amargos.
Perfecta para comidas fuertes y condimentadas. Su alto amargor y grado alcohólico contrasta y rebaja maridajes con sabores agresivos para el paladar.
Sal de la rutina y atrévete con la más exótica de las Morlaco Beer. Alcanzarás rápidamente las 5 raciones de fruta al día.
";https://static1.soloartesanas.es/2396-large_default/tropical-ipa.jpg; India Pale Ale;7.5;Ale;65.0;Simcoe;;Pale y Melaoidin;;;Mutilva Baja;Navarra;Navarra;España
74;rubia;Kadabra Pale Ecológica;Kadabra;"
Llega una nueva evolución de Armando... que ahora se convierte en ""The Tree Man"", una cerveza orgánica y ecológica (como toda artesana, sin aditivos ni conservantes ni colorantes ni acelerantes). Una cerveza 100% natural.
Disfruta de esta cerveza de estilo Pale Ale de corte inglés, fresca y con aromas y matices a frutas tropicales.
";https://static3.soloartesanas.es/2394-large_default/pale-ecologica.jpg; Pale Ale;5.0;Ale;35.0;;;;7º - 9ºC;Cebada;Villadangos del Páramo;León;Castilla y León;España
75;rubia;Dead Monk;Espina de Ferro;"
6 tipos de malta especiales junto a malta base dan forma a esta cerveza maltosa y con un ligero sabor a caramelo. El aroma especiado que aportar los lúpulos Hellertauer Herbrucker y Fuggles no te dejará indiferente.
";https://static3.soloartesanas.es/2377-large_default/dead-monk.jpg; Belgian Dubbel;8.5;Ale;21.0;Hellertauer Herbrucker, Fuggles;;Pilsen, Munich I, Cara-Pils, Carabelga, Viena, Chocolate, Abadia Monasteriol;;;Vilanova del Camí;Barcelona;Cataluña;España
76;rubia;Sargs APA;Sargs;"
Una cerveza muy refrescante y bebible.
De color dorado con una espuma de color blanco y persistente. Buen cuerpo y un sabor equilibrado entre la malta y el lúpulo.
Perfecta para carnes, pescados o mariscos.
";https://static1.soloartesanas.es/3030-large_default/sargs-apa.jpg; America Pale Ale;5.5;Ale;40.0;;;;;;Logroño;La Rioja;La Rioja;España
77;rubia;Hoppy Pato;Pato Nero;"
Una cerveza refrescante con un aroma cítrico y afrutado aportado por sus lúpulos americanos (Amarillo, Cascade, Simcoe).
Junto a estos aromas y sabores notarás un ligero amargor, propio de las American Pale Ales.
";https://static1.soloartesanas.es/2278-large_default/hoppy-pato.jpg; America Pale Ale;6.2;Ale;30.0;Amarillo, Cascade, Simcoe;8;Maris Otter, Vienna, Trigo;6-8ºC;;Palencia;Palencia;Castilla y León;España
78;rubia;Cañonita Pale Ale;Cañonita;"
Una Pale Ale de aroma frutal y un color ámbar dorado.
Sin astringencias y con notas a caramelo y fruta notarás en boca un amargor suave.
";https://static3.soloartesanas.es/2580-large_default/canonita-pale-ale.jpg; Pale Ale;5.5;Ale;999.0;;;Caramel Pils;;;Caravaca de la Cruz;Murcia;Murcia;España
79;rubia;Argantonio;Cerveza Tartessos;"
Una Indian Pale Ale aromática en la que predominan los lúpulos británicos que han sido empleados en su elaboración.
Si afinas el olfato podrás apreciar un ligero aroma a mango.
";https://static1.soloartesanas.es/2270-large_default/argantonio.jpg; India Pale Ale;6.6;Ale;70.0;;;;;;Huelva;Huelva;Andalucía;España
80;rubia;Gargoris;Cerveza Tartessos;"
De amargor moderado y fácilmente bebible hace honor a su estilo ... Belgian IPA.
Los lúpulos nobles y las maltas belgas con las que se elabora hacen de Gargoris una cerveza con un perfil muy particular con una cantidad interesante de lúpulo.
";https://static2.soloartesanas.es/2269-large_default/gargoris.jpg; Belgian IPA;6.2;Ale;50.0;;;;;;Huelva;Huelva;Andalucía;España
81;rubia;Norax;Cerveza Tartessos;"
Su propio estilo define completamente a esta cerveza ... refrescante y muy fácil de tomar.
De color pálido y muy carbonatada para que resulte todavía más refrescante.
";https://static1.soloartesanas.es/2267-large_default/norax.jpg; Cream Ale;4.0;Ale;20.0;;;;;;Huelva;Huelva;Andalucía;España
82;rubia;Habis;Cerveza Tartessos;"
Una Blonde Ale muy especial porque ha sido elaborada pensando en la malta con un aporte de notas florales en su aroma muy interesante.
Una cerveza equilibrada y refrescante que te permitirá disfrutarla de dos en dos ;)
";https://static1.soloartesanas.es/2266-large_default/habis.jpg; Blonde Ale;4.5;Ale;25.0;;;;;;Huelva;Huelva;Andalucía;España
83;rubia;Gerión;Cerveza Tartessos;"
Una cerveza de tipo Ale del estilo de las cervezas más características de Inglaterra.
Con un color cobrizo y una carbonatación moderada, Gerión te sorprenderá por su particular sabor a malta. Si lo tuyo es el amargor, sus 49 IBUs no te dejarán sin tu dósis diaria.
Ideal para acompañar un aperitivo o bien para disfrutar junto a barbacoas y carnes ahumadas.
";https://static2.soloartesanas.es/2265-large_default/gerion.jpg; Strong Ale;5.6;Ale;49.0;;;;;;Huelva;Huelva;Andalucía;España
84;rubia;Escape;As Cervesa Artesana;"
Todo un homenaje de As Cervesa Artesana al gran ilusionista y escapista húngaro Harry Houdini.
Elaborada además con lúpulos Simcoe y Amarillo, muy conocidos en el mundo cervecero actual.
¿Te animas a tratar de escapar de su aroma y sabor?
";https://static1.soloartesanas.es/2263-large_default/escape.jpg; Imperial / Double IPA;8.0;Ale;130.0;Simcoe, Amarillo;;;;;Montornès del Vallès;Barcelona;Cataluña;España
85;rubia;Arriaca IPA (Lata);Cervezas Arriaca;"
Disfruta desde este mismo instante de la primera cerveza artesana IPA española en lata. Es Arriaca IPA, una Indian Pale Ale espectacular.
Además ha sido galardonada con varios premios internacionales, como la medalla de plata en el Dublin Craft Beer Cup 2016 y también la de bronce en el World Beer Idol 2016 de Praga. Cuando tanta gente la adora...
Una de las mejores IPAs del mercado, y ahora en lata. ¡Que la disfrutes!
";https://static2.soloartesanas.es/3445-large_default/arriaca-ipa-lata.jpg; India Pale Ale;7.1;Ale;60.0;;;;6-8ºC;Cebada;Yunquera de Henares;Guadalajara;Castilla-La Mancha;España
86;rubia;Arriaca Rubia (lata);Cervezas Arriaca;"
Disfruta desde este mismo instante de la primera cerveza artesana española en lata. Es Arriaca Rubia, y es una cerveza impresionante.
Perfecta para refrescarte, perfecta para tomar en cualquier momento. Es una cerveza equilibrada, dorada y cítrica con notas florales.
Una cerveza para ofrecer siempre en casa a tus amigos.
";https://static3.soloartesanas.es/3444-large_default/arriaca-rubia-lata.jpg; Pale Ale;4.9;Ale;18.0;;;;4-6ºC;Cebada;Yunquera de Henares;Guadalajara;Castilla-La Mancha;España
87;rubia;Odiel Rubia de trigo;Cerveza Odiel;"
Odiel Rubia de trigo es una cerveza artesana Weizen carbonatada con miel.
Es una cerveza que ofrece al catador una experiencia muy diferente a lo que está acostumbrado. Es una cerveza de trigo de fuerte aroma y un sabor profundo, que llega dentro y del que se disfruta sorbo a sorbo.
";https://static3.soloartesanas.es/1998-large_default/odiel-rubia-de-trigo.jpg; Weizen - Weissbier;5.2;Ale;13.8;;6,8;;;Trigo;Valverde del Camino;Huelva;Andalucía;España
88;rubia;La Pirata ¡Ay Carmela!;Cerveses La Pirata;"
¡Ay Carmela! de Cerveses La Pirata es una cerveza de que ofrece al paladar la nada despreciable cifra de 110 IBUs. Una bomba de amargor, una cerveza intensa, una cerveza que no defrauda, una cerveza artesana Doble IPA con la que disfrutar del amargor aportado por los lúpulos Summit, Citra y Simcoe.
 
";https://static2.soloartesanas.es/1988-large_default/la-pirata-ay-carmela.jpg; Double IPA;9.3;Ale;110.0;Summit, Citra y Simcoe;15;Pilsen y CaraGold;;Cebada;Súria;Barcelona;Cataluña;España
89;rubia;Naparbier Insider;Naparbier;"
Insider es una IPA anaranjada elaborada por Naparbier.
Es una cerveza turbia y con una espuma que llama poderosamente la atención, cremosa. Afrutada, levemente cítrica y con notas de caramelo, que pasan al paladar de la misma forma. Es una cerveza moderadamente amarga, especialmente en la sensación final que deja al disfrutarla.
Una cerveza India Pale Ale de Naparbier que te encantará.
";https://static2.soloartesanas.es/2722-large_default/naparbier-insider.jpg; India Pale Ale;999.0;Ale;999.0;;;;;Cebada;sin especificar;Navarra;Navarra;España
90;rubia;Little Bichos Bogavante;Mateo & Bernabé;"
Little Bichos Bogavante, una carta de presentación suculenta para la cerveza artesana California Common que te ofrece Mateo & Bernabé.
Es una cerveza lager, con base en la América californiana: cerveza refrescante donde las haya. Ofrece un color anaranjado y cobrizo en el vaso, balanceada en boca, donde tanto el dulzor como el amargor se complementan antes de un final limpio y seco.
Little Bichos Bogavante es perfecta para acompañar conversaciones y aperitivos.
";https://static1.soloartesanas.es/1982-large_default/little-bichos-bogavante.jpg; California Common / Steam Beer;4.7;Lager;37.0;;;;3-8ºC;Cebada;Logroño;La Rioja;La Rioja;España
91;rubia;Nurse Palecilina;Nurse;"
Palecilina es la cerveza de American Pale Ale que elabora Nurse.
Es una cerveza de color oro profundo y pálido, suave, muy aromática, donde destacan también los sabores afrutados y frescos.
Disfruta de una cerveza refrescante y deliciosa.
";https://static2.soloartesanas.es/1867-large_default/nurse-palecilina.jpg; America Pale Ale;4.7;Ale;30.0;Americanos;5;Pale Ale;10-13ºC;Cebada;Oviedo;Asturias;Asturias;España
92;rubia;Nurse IPAprofeno;Nurse;"
IPAprofeno es posiblemente la cerveza referencia de Nurse, micro asturiana, que elabora cervezas artesanas de calidad.
Es una cerveza que, como buena IPA, destaca en aromas lupulados, en este caso frutales. Verás una cerveza de color dorado, y un cuerpo que acompaña a una carbonatación que permite disfrutar de cada trago, pero siempre acompañado de un buen amargor, el cual siempre estará presente, los 50 IBUs se encargan de ello.
Disfruta de una buena cerveza IPA, disfruta de Nurse IPAprofeno.
";https://static2.soloartesanas.es/1865-large_default/nurse-ipaprofeno.jpg; India Pale Ale;6.7;Ale;50.0;Amarillo, Cascade y Columbus;36;Pale Ale y Crystal;10-13ºC;Cebada;Oviedo;Asturias;Asturias;España
93;rubia;Speranto Birdo IPA;Cervezas Speranto;"
Speranto Birdo IPA es una cerveza dorada, fresca y herbal de Cervezas Speranto.
Como buena cerveza India Pale Ale el lúpulo tiene poder, pero en este caso de manera poco intensa, donde destacan mucho más las notas cítricas, resinoasas y herbales de la cerveza. Disfrutar de Birdo IPA es hacerlo de una cerveza muy fácil de beber, de baja graduación y de potentes aromas y sabor.
Si te gustan las IPA, te gustará Birdo IPA, y si te quieres iniciar en este fabuloso mundo cervecero, no lo dudes, elige esta gran cerveza artesana.
";https://static1.soloartesanas.es/1785-large_default/speranto-birdo-ipa.jpg; India Pale Ale;4.2;Ale;46.0;;;;;Cebada;Toledo;Toledo;Castilla-La Mancha;España
94;rubia;Goose Pale Ale;Goose;"
Goose Pale Ale destaca por ser una cerveza artesana amaricana, cremosa y suave.
Verás una cerveza de color ámbar con una espuma que perdura. Después cuando pruebes la cerveza, notarás como te ofrece un gran frescor, es muy refrescante. Después aparecerán las notas maltosas, con toques cítricos y dulzones. Antes el aroma floral inundará el ambiente.
¿Quieres disfrutar de una gran cerveza? Entonces tienes que saborear Goose Pale Ale.
";https://static1.soloartesanas.es/1783-large_default/goose-pale-ale.jpg; Pale Ale;4.5;Ale;28.0;Cascade, East Kent Holdings y Hallertauer Mittlefruh;;Pale Ale , Caramel y Melanoidin;;Cebada;Real Sitio de San Ildefonso - La Granja;Segovia;Castilla y León;España
95;rubia;Nómada Tundra;Nómada Brewing;"
Nómada Tundra es la cerveza Farmhouse Golden Ale de Nómada Brewing. Es una cerveza ligeramente ácida con un marcado toque afrutado. Una delicia.
Cuando disfrutes esta cerveza artesana, notarás en nariz notas de limón, naranja, hierba fresca y flores. En el siguiente paso, en el paladar, en la boca apreciarás de nuevo la parte suavemente ácida y ese toque afrutado que le caracteriza.
Es una cerveza artesana rubia Nómada Tundra, para disfrutar con tranquilidad.
";https://static2.soloartesanas.es/1763-large_default/nomada-tundra.jpg; Farmhouse Ale;999.0;Ale;999.0;;;;;Cebada;sin especificar;Barcelona;Cataluña;España
96;rubia;Smach Pale Ale;Smach;"
Si lo que quieres es disfrutar de una cerveza rubia muy refrescante entonces tienes que adquirir Smach Pale Ale.
Una cerveza noble, de limpio amargor y perfectamente equilibrada. Para su elaboración se hace uso de maltas belgas y lúpulos alemanes y checos que le dan de un sabor muy característico, con el que sentirás realmente el verdadero sabor de la cerveza, de la cerveza artesana.
 
";https://static1.soloartesanas.es/1722-large_default/smach-pale-ale.jpg; Pale Ale;5.0;Ale;25.0;;;;;Cebada;Camargo;Cantabria;Canarias;España
97;rubia;Libre American Wit Ale;Cervezas Libre;"
Disfruta de la cerveza artesana de trigo que elabora Cervezas Libre. Es una cerveza de un gran colo amarillo, turbia a primera vista y suave al disfrutarla.
Se hace uso de especias en su elaboración, como por ejemplo Jengibre y Cilantro. El resultado es una American Wit Ale de baja graduación y amargor.
Disfruta de la buena cerveza.
";https://static2.soloartesanas.es/1720-large_default/libre-trigo.jpg; American Wheat;4.7;Ale;17.9;;;;;Trigo;Sevilla;Sevilla;Andalucía;España
98;rubia;Dougall's Happy Otter;Dougall's;"
Cerveza de temporada de Dougalls. Una Pale Ale que se elabora para celebrar los 50 años de la primera cosecha de la malta Maris Otter.
Dougalls aprovecha la ocasión para darle el toque lupulizado tan característico, para así elaborar una cerveza de 40 IBUs.
Disfruta de Dougall's Happy Otter.
";https://static3.soloartesanas.es/1719-large_default/dougall-s-happy-otter.jpg; Pale Ale;999.0;Ale;999.0;;;;;Cebada;sin especificar;Cantabria;Canarias;España
99;rubia;Hop-Jam;Drunken Bros;"
Gran American IPA la elaborada por Drunken Bros. Hop-Jam es una cerveza que se presenta con un colo cobre-dorado, bajo una densa espuma blanca.
Lo primero que te sorprenderá es el aroma citrico y las frutas tropicales que envolverán la copa sobre la que sirvas esta cerveza artesana. Disfruta el momento, es importante, porque justo después, cuando cojas la copa y la pruebes, las notas aromáticas  se verán reforzadas por un amargor importante, acompañado de sabores florales, citricos e incluso terrosos.
El retrogusto final es intenso y perdura en boca. Cerveza refrescante y potente.
";https://static3.soloartesanas.es/1701-large_default/hop-jam-drunken-bros.jpg; American IPA;7.0;Ale;85.0;Chinook, Willamette y Cascade;22;Pale, Caraamber, Munich, Trigo y Carafoam;;Cebada;Getxo;Vizcaya;País Vasco;España
